Level,Content
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,"Read out cached package applicability for package: Package_for_KB2763523~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 32731 in scoreboard slot 8
info,Deleting block blk_6491888411266994867 file /mnt/hadoop/dfs/data/current/subdir39/blk_6491888411266994867
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-524128780228307052 size 67108864
critical,mod_jk child workerEnv in error state 7
info,BLOCK* NameSystem.delete: blk_3428998332517532825 is added to invalidSet of 10.251.43.192:50010
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.226:50010 is added to blk_-23492739449820023 size 67108864
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_-5471660287004025096 size 67108864
info,Deleting block blk_-4311652947826112510 file /mnt/hadoop/dfs/data/current/subdir57/blk_-4311652947826112510
warning,Warning: Unrecognized packageExtended attribute.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Received block blk_-4846710336436578833 of size 67108864 from /10.251.203.129
critical,mod_jk child workerEnv in error state 6
info,Receiving block blk_9121519145462575118 src: /10.250.10.223:58281 dest: /10.250.10.223:50010
info,jk2_init() Found child 8533 in scoreboard slot 8
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,"Read out cached package applicability for package: Package_for_KB2532531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
info,BLOCK* NameSystem.delete: blk_-4269939382058952254 is added to invalidSet of 10.251.203.129:50010
info,Received block blk_3084588477220583373 of size 67108864 from /10.251.125.174
info,Received block blk_8968608251219902913 of size 67108864 from /10.251.195.52
info,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000169_0/part-00169. blk_-7105305952901940477
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,BLOCK* ask 10.250.17.177:50010 to delete  blk_-8570780307468499817 blk_-9122557405432088649 blk_-4393063808227796056 blk_8767569714374844347 blk_7079754042611867581 blk_7608961006114219538 blk_-5017273584996436939 blk_-6537833125980536955 blk_7610838808763810123 blk_3300803097775546532 blk_-5120750586032922592 blk_1577274266662884430 blk_765879159867598347 blk_-9076085976403711202 blk_-3198963348573340497 blk_-4645750029177277209 blk_-5136142986912961316 blk_5677959846373741243 blk_2107477892986152528 blk_-4235116161537008844 blk_6082535783543982566 blk_-4809870147222033236 blk_8818706925296961012 blk_-5203577173046267127 blk_189089569009261656 blk_446299976487589160 blk_-3916247521166632303 blk_-3324962406687427922 blk_-1807424528783081572 blk_-6858401049333055963 blk_6036564204960295926 blk_-8140723044408248078 blk_-3800132731140204959 blk_1716344083117307767 blk_-5194808114606613364 blk_-5473871016976323232 blk_2920934363167004552 blk_8736689095894369097 blk_-7642734632751940776 blk_3408482260833769309 blk_118013751374560901 blk_7963891081239759520 blk_3813114133944383323 blk_3042818489384932576 blk_-4570173726231458270 blk_-1564644006975920581 blk_338095650783321996 blk_3150135312641203550 blk_4285859645577726288 blk_3438772130782939627 blk_2634772258588877972 blk_-6795664812575964130 blk_3923069610304693233 blk_-1782996202120067721 blk_2004418049430157212 blk_1932147224007687756 blk_-582901062969027153 blk_5072240701440032119 blk_-7919006477393039068 blk_-7318022361288598312 blk_-6974693594143537436 blk_-5435767047126325206 blk_-5805500288959332434 blk_-7109885589081848850 blk_2161580591957523893 blk_7240227881194993860 blk_-8298405680648445349 blk_-4253026248821272215 blk_8377661448601579317 blk_8029153852899017155 blk_-8754388319080705916 blk_-7844092300527332901 blk_710178463364063355 blk_-5136849989188547884 blk_8393887138377503163 blk_-6950176077776664217 blk_-6488701068659548195 blk_2537458728254532453 blk_364441107933628577 blk_6207861897580168557 blk_8814943807366894581 blk_-4150682644311695471 blk_9174833667156726933 blk_649427218152856001 blk_-7403541028238011236 blk_-334982586592048773 blk_61908781908925992 blk_6385574357371832424 blk_-66376131060945541 blk_1372596948297458670 blk_-3389135155401857220 blk_-6035411221441929663 blk_-5127580069634421247 blk_-5685246533892022418 blk_4977937528993040451 blk_5680538862600094527 blk_-8378747462487962732 blk_425101290285860876 blk_6306622708327890839 blk_-1067866602168873257
info,Session: 30546174_49409833 initialized by client WindowsUpdateAgent.
info,Session: 30546174_132944611 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001630_0/part-01630. blk_-8645365827804358878
info,jk2_init() Found child 5579 in scoreboard slot 6
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Received block blk_7736147489540456118 of size 67108864 from /10.251.74.227
info,Received block blk_5915244038969911075 of size 67108864 from /10.250.11.53
info,jk2_init() Found child 1931 in scoreboard slot 7
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.delete: blk_-5382946262718129284 is added to invalidSet of 10.250.5.161:50010
info,Session: 30546354_3275569532 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 309 in scoreboard slot 7
critical,mod_jk child workerEnv in error state 6
info,"Read out cached package applicability for package: Package_for_KB3023215~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
warning,Warning: Unrecognized packageExtended attribute.
info,"Read out cached package applicability for package: Package_for_KB3055642~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Deleting block blk_3076992299328673559 file /mnt/hadoop/dfs/data/current/subdir54/blk_3076992299328673559
info,10.251.195.52:50010 Served block blk_6655622109568310643 to /10.251.195.52
warning,10.251.107.50:50010:Got exception while serving blk_-4737948505610037427 to /10.251.75.79:
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.68:50010 is added to blk_-3663004104512304532 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.delete: blk_5203504995927133832 is added to invalidSet of 10.250.13.240:50010
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 1970 in scoreboard slot 6
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 2051 in scoreboard slot 8
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
warning,Warning: Unrecognized packageExtended attribute.
critical,mod_jk child workerEnv in error state 6
info,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001940_0/part-01940. blk_1910319264393500537
critical,mod_jk child workerEnv in error state 7
info,BLOCK* NameSystem.delete: blk_-5403209762224435166 is added to invalidSet of 10.251.125.193:50010
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Deleting block blk_-7515058933811567980 file /mnt/hadoop/dfs/data/current/subdir1/blk_-7515058933811567980
info,Received block blk_-3909548841543565741 of size 3542967 from /10.251.195.33
info,Session: 30546354_2973972282 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 32682 in scoreboard slot 7
info,"Read out cached package applicability for package: Package_for_KB2800095~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
info,Received block blk_-8835758154471700679 of size 67108864 from /10.251.73.188
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.delete: blk_7045475543362904558 is added to invalidSet of 10.251.106.214:50010
info,Verification succeeded for blk_3141363517520802396
warning,10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:
info,jk2_init() Found child 5270 in scoreboard slot 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,PacketResponder 0 for block blk_-1387034299358896632 terminating
info,Session: 30546174_169016674 initialized by client WindowsUpdateAgent.
critical,mod_jk child workerEnv in error state 7
warning,Warning: Unrecognized packageExtended attribute.
info,Session: 30546174_167476586 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 5516 in scoreboard slot 8
info,"Read out cached package applicability for package: Package_for_KB3184471~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0"
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 347 in scoreboard slot 6
info,PacketResponder 0 for block blk_712730845180531820 terminating
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.207:50010 is added to blk_2119401975697524206 size 67108864
info,jk2_init() Found child 5348 in scoreboard slot 7
info,jk2_init() Found child 6740 in scoreboard slot 7
info,jk2_init() Found child 5985 in scoreboard slot 9
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 32442 in scoreboard slot 7
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,PacketResponder 2 for block blk_-4566099704755845087 terminating
info,jk2_init() Found child 32448 in scoreboard slot 8
warning,10.251.127.243:50010:Got exception while serving blk_7760079751081658559 to /10.251.215.70:
info,jk2_init() Found child 3670 in scoreboard slot 8
info,Deleting block blk_7754477838724397551 file /mnt/hadoop/dfs/data/current/subdir46/blk_7754477838724397551
info,Session: 30546354_2937600202 initialized by client WindowsUpdateAgent.
info,PacketResponder 1 for block blk_1927336911952959118 terminating
warning,Warning: Unrecognized packageExtended attribute.
info,Session: 30546354_2934110002 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
warning,Warning: Unrecognized packageExtended attribute.
info,PacketResponder 0 for block blk_34905976850091068 terminating
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 8
info,jk2_init() Found child 1886 in scoreboard slot 7
info,"Read out cached package applicability for package: Package_for_KB2929733~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,"Read out cached package applicability for package: Package_for_KB2968294~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 1932 in scoreboard slot 8
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 5810 in scoreboard slot 9
info,Session: 30546354_3215406091 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 1278 in scoreboard slot 8
info,jk2_init() Found child 6400 in scoreboard slot 7
info,Receiving block blk_6417614801998326532 src: /10.251.214.67:48694 dest: /10.251.214.67:50010
info,jk2_init() Found child 5019 in scoreboard slot 7
info,"Read out cached package applicability for package: Package_for_KB3184471~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0"
info,"No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending."
info,"Read out cached package applicability for package: Package_for_KB3108371~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,jk2_init() Found child 1862 in scoreboard slot 6
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546174_101102789 initialized by client WindowsUpdateAgent.
info,Deleting block blk_8699831307500970779 file /mnt/hadoop/dfs/data/current/subdir54/blk_8699831307500970779
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546174_130874492 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3233207109 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 1413 in scoreboard slot 6
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 4959 in scoreboard slot 8
info,jk2_init() Found child 6750 in scoreboard slot 8
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 6042 in scoreboard slot 7
info,"Loading offline registry hive: SECURITY, into registry key '{bf1a281b-ad7b-4476-ac95-f47682990ce7}GLOBALROOT/Device/HarddiskVolumeShadowCopy2/Windows/System32/config/SECURITY' from path '\\?\GLOBALROOT\Device\HarddiskVolumeShadowCopy2\Windows\System32\config\SECURITY'."
info,jk2_init() Found child 4937 in scoreboard slot 7
info,jk2_init() Found child 32560 in scoreboard slot 6
info,"Read out cached package applicability for package: Package_for_KB3177186~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
info,Session: 30546174_110243312 initialized by client WindowsUpdateAgent.
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,"Read out cached package applicability for package: Package_for_KB3175024~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112"
info,Receiving block blk_-7238035741206373733 src: /10.251.202.209:59561 dest: /10.251.202.209:50010
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Verification succeeded for blk_-1383276859207001328
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Receiving block blk_6868050965297613251 src: /10.251.201.204:47734 dest: /10.251.201.204:50010
info,Session: 30546174_103902949 initialized by client WindowsUpdateAgent.
info,Session: 30546174_49899861 initialized by client WindowsUpdateAgent.
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 1864 in scoreboard slot 7
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_8763662564934652249 size 67108864
info,Session: 30546174_46979694 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB3045685~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
warning,Warning: Unrecognized packageExtended attribute.
info,Session: 30546174_156825976 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB3086255~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
critical,mod_jk child workerEnv in error state 6
info,Session: 30546354_3344103452 initialized by client WindowsUpdateAgent.
info,Session: 30546354_3313121680 initialized by client WindowsUpdateAgent.
info,Deleting block blk_-2518425063392446785 file /mnt/hadoop/dfs/data/current/subdir6/blk_-2518425063392446785
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.130:50010 is added to blk_-4427507243535536615 size 67108864
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.196:50010 is added to blk_-2843780069100181052 size 67108864
info,PacketResponder 0 for block blk_-1067234447809438340 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 7
critical,mod_jk child workerEnv in error state 6
warning,Warning: Unrecognized packageExtended attribute.
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Received block blk_6446927133528675675 of size 67108864 from /10.251.39.209
warning,Warning: Unrecognized packageExtended attribute.
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 5050 in scoreboard slot 8
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 1388 in scoreboard slot 8
info,Session: 30546354_3176413861 initialized by client WindowsUpdateAgent.
info,Deleting block blk_9142114171015520823 file /mnt/hadoop/dfs/data/current/subdir48/blk_9142114171015520823
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 6399 in scoreboard slot 6
info,"Read out cached package applicability for package: Package_for_KB3059317~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,Session: 30546354_2966921879 initialized by client WindowsUpdateAgent.
info,Session: 30546174_27758594 initialized by client WindowsUpdateAgent.
info,Deleting block blk_107727140948970996 file /mnt/hadoop/dfs/data/current/subdir33/blk_107727140948970996
info,Session: 30546354_3192394775 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.delete: blk_-6477590833521072407 is added to invalidSet of 10.251.39.179:50010
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 6037 in scoreboard slot 6
critical,mod_jk child workerEnv in error state 8
info,Received block blk_-1614641487214609125 of size 67108864 from /10.251.193.175
info,BLOCK* NameSystem.delete: blk_434034567989619521 is added to invalidSet of 10.251.91.15:50010
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Deleting block blk_4007982883396598426 file /mnt/hadoop/dfs/data/current/subdir13/blk_4007982883396598426
info,jk2_init() Found child 32440 in scoreboard slot 10
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.47:50010 is added to blk_-3990317238913332296 size 67108864
info,Session: 30546354_2839784607 initialized by client WindowsUpdateAgent.
info,"Read out cached package applicability for package: Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112"
critical,mod_jk child workerEnv in error state 6
info,Receiving block blk_-7678242108759603056 src: /10.251.125.193:33553 dest: /10.251.125.193:50010
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 5878 in scoreboard slot 6
info,PacketResponder 1 for block blk_2016964533702776852 terminating
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 6
info,10.251.67.225:50010 Served block blk_2038610753592374847 to /10.250.18.114
info,Received block blk_5648034804629064273 of size 67108864 from /10.251.91.159
info,jk2_init() Found child 3690 in scoreboard slot 6
info,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001649_0/part-01649. blk_-5581540863377925517
info,"Read out cached package applicability for package: Package_for_KB2773072~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3073404534069578592 size 67108864
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.197.161:50010 is added to blk_-3724350946705225881 size 67108864
info,jk2_init() Found child 1336 in scoreboard slot 10
info,Session: 30546174_107333146 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 1999 in scoreboard slot 6
info,Deleting block blk_7108974241330205218 file /mnt/hadoop/dfs/data/current/subdir22/blk_7108974241330205218
warning,Warning: Unrecognized packageExtended attribute.
info,Receiving block blk_-8198423074054354279 src: /10.251.203.149:46429 dest: /10.251.203.149:50010
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 5385 in scoreboard slot 8
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Received block blk_-3607860197409267245 of size 28503188 from /10.251.31.180
critical,jk2_init() Can't find child 5053 in scoreboard
info,jk2_init() Found child 5435 in scoreboard slot 7
info,Receiving block blk_1512136249403454074 src: /10.250.7.244:47958 dest: /10.250.7.244:50010
critical,mod_jk child workerEnv in error state 6
info,00000010@2016/9/27:20:40:54.787 CSI Transaction @0x47e9e0 destroyed
info,Deleting block blk_7190156588310412626 file /mnt/hadoop/dfs/data/current/subdir30/blk_7190156588310412626
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 6
info,Receiving block blk_8452214765874767801 src: /10.251.38.197:60409 dest: /10.251.38.197:50010
info,jk2_init() Found child 5991 in scoreboard slot 7
info,jk2_init() Found child 6600 in scoreboard slot 7
info,PacketResponder 0 for block blk_5225719677049010638 terminating
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 5936 in scoreboard slot 6
info,jk2_init() Found child 32557 in scoreboard slot 7
info,BLOCK* NameSystem.delete: blk_-3275788837420923000 is added to invalidSet of 10.251.109.236:50010
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,jk2_init() Found child 1957 in scoreboard slot 8
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 1990 in scoreboard slot 9
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
critical,mod_jk child workerEnv in error state 10
info,PacketResponder 1 for block blk_-2421414377433740760 terminating
info,Receiving block blk_-2667669005094349452 src: /10.251.203.149:41751 dest: /10.251.203.149:50010
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,BLOCK* NameSystem.delete: blk_-2012430628930443984 is added to invalidSet of 10.250.11.100:50010
info,"Read out cached package applicability for package: Package_for_KB2973201~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112"
info,Deleting block blk_5905689738251144455 file /mnt/hadoop/dfs/data/current/blk_5905689738251144455
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,Session: 30546354_2852095311 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 6434 in scoreboard slot 7
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 1354 in scoreboard slot 9
info,Session: 30546174_108353204 initialized by client WindowsUpdateAgent.
warning,Warning: Unrecognized packageExtended attribute.
info,jk2_init() Found child 32360 in scoreboard slot 11
info,Receiving block blk_8116683912654412228 src: /10.251.39.179:42019 dest: /10.251.39.179:50010
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,jk2_init() Found child 32683 in scoreboard slot 10
info,jk2_init() Found child 5003 in scoreboard slot 6
info,Deleting block blk_5948455948626091880 file /mnt/hadoop/dfs/data/current/subdir28/blk_5948455948626091880
info,jk2_init() Found child 1900 in scoreboard slot 8
non-critical,"SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]"
non-critical,Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,PacketResponder 1 for block blk_38865049064139660 terminating
info,Receiving block blk_-878226404201600469 src: /10.250.7.96:40849 dest: /10.250.7.96:50010
critical,mod_jk child workerEnv in error state 6
info,jk2_init() Found child 6651 in scoreboard slot 8
info,"Read out cached package applicability for package: Package_for_KB2563227~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112"
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.5:50010 is added to blk_5813361416484537967 size 67108864
info,workerEnv.init() ok /etc/httpd/conf/workers2.properties
info,Session: 30546354_3338053106 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 6062 in scoreboard slot 9
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
info,PacketResponder 1 for block blk_-191333338640084691 terminating
non-critical,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]
critical,jk2_init() Can't find child 5620 in scoreboard
info,Received block blk_1473949624670719319 src: /10.251.29.239:35617 dest: /10.251.29.239:50010 of size 67108864
info,Received block blk_1411218759880637753 of size 67108864 from /10.251.123.20
critical,mod_jk child workerEnv in error state 6
info,"Read out cached package applicability for package: Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0"
info,Session: 30546174_138284916 initialized by client WindowsUpdateAgent.
warning,Warning: Unrecognized packageExtended attribute.
warning,Warning: Unrecognized packageExtended attribute.
info,BLOCK* NameSystem.allocateBlock: /user/root/rand6/_temporary/_task_200811101024_0013_m_000079_0/part-00079. blk_4225726256421431188
info,Session: 30546354_3297210770 initialized by client WindowsUpdateAgent.
info,jk2_init() Found child 32451 in scoreboard slot 6
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.38.197:50010 is added to blk_-5427918313707752877 size 67108864
info,"Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112"
critical,mod_jk child workerEnv in error state 7
info,jk2_init() Found child 6054 in scoreboard slot 9
info,Session: 30546174_97282571 initialized by client WindowsUpdateAgent.
info,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.166:50010 is added to blk_-2332150303475653460 size 67108864
info,jk2_init() Found child 2763 in scoreboard slot 7
info,Session: 30546354_3337953101 initialized by client WindowsUpdateAgent.
warning,10.251.67.225:50010:Got exception while serving blk_-6900989714336081087 to /10.251.25.237:
